brand,year,age_years,mileage_km,fuel_type,transmission,body_type,condition,color,num_owners,accident_history,service_records,engine_size_L,horsepower,battery_range_km,battery_health_pct,charging_speed_kw,ev_incentive_2026_usd,is_ev,price_usd
Audi,2023,3,63563,Diesel,Manual,Convertible,Good,Blue,1,0,1,3.5,225,,,,0,0,62898.63
Nissan,2024,2,71913,EV,Automatic,Coupe,Excellent,Red,1,0,0,,1002,472.0,97.78320708447093,50.0,5000,1,40405.94
Mercedes,2023,3,93328,Hybrid,Manual,Truck,Fair,Red,1,0,1,3.5,394,,,,0,0,42971.03
Volkswagen,2017,9,282357,Petrol,Automatic,Hatchback,Good,Brown,3,0,0,2.5,411,,,,0,0,2000.0
Polestar,2018,8,52234,EV,Automatic,Sedan,Good,Brown,1,1,1,,399,217.0,85.3437320973561,350.0,5000,1,55055.58
Hyundai,2012,14,350000,Hybrid,Automatic,Hatchback,Good,White,1,0,1,3.5,443,,,,0,0,2000.0
Volkswagen,2023,3,56122,Petrol,CVT,Sedan,Fair,Gray,5,0,1,3.0,325,,,,0,0,17020.53
Nissan,2012,14,350000,Diesel,Manual,Truck,Excellent,Red,3,0,1,3.0,358,,,,0,0,2000.0
Nissan,2015,11,188005,EV,Automatic,SUV,Excellent,Brown,2,1,0,,454,580.0,86.54247042560432,250.0,7500,1,20538.55
Audi,2020,6,125798,Petrol,Automatic,SUV,Poor,Black,3,0,0,3.5,538,,,,0,0,34958.59
Toyota,2019,7,167694,Petrol,CVT,SUV,Good,Red,4,0,1,3.0,381,,,,0,0,2000.0
Audi,2010,16,244404,Diesel,Automatic,Truck,Poor,Green,4,0,1,2.5,256,,,,0,0,2000.0
Kia,2015,11,160208,Diesel,Automatic,Truck,Good,Brown,2,0,1,3.0,230,,,,0,0,2000.0
Tesla,2021,5,49457,EV,Automatic,SUV,Good,Green,1,0,0,,401,509.0,86.85517950650649,22.0,7500,1,103556.26
Volkswagen,2012,14,246575,Petrol,Automatic,Convertible,Good,Brown,3,0,1,2.5,364,,,,0,0,2000.0
Mercedes,2020,6,146957,EV,Automatic,Convertible,Fair,Black,2,0,1,,733,296.0,91.65555118583833,50.0,7500,1,57288.87
Hyundai,2025,1,17089,Petrol,Manual,Sedan,Good,Gray,1,0,1,3.0,167,,,,0,0,11451.07
Honda,2013,13,224457,Petrol,Automatic,Truck,Fair,Silver,1,1,1,1.4,138,,,,0,0,2971.65
Volkswagen,2018,8,199287,Hybrid,Manual,SUV,Poor,Blue,2,0,1,1.5,388,,,,0,0,2000.0
Chevrolet,2012,14,350000,Diesel,Automatic,SUV,Fair,Gray,2,0,0,2.0,403,,,,0,0,2000.0
Ford,2010,16,282375,Diesel,Automatic,Hatchback,Good,Black,2,1,1,2.0,436,,,,0,0,2000.0
BMW,2012,14,350000,Petrol,Automatic,Sedan,Good,White,1,0,1,2.5,270,,,,0,0,2000.0
Volkswagen,2016,10,147148,Petrol,Manual,Truck,Fair,Red,1,0,0,1.4,108,,,,0,0,5118.33
Tesla,2022,4,94726,EV,Automatic,Coupe,Excellent,Blue,1,1,1,,794,361.0,95.54026696250264,350.0,7500,1,63185.34
Ford,2016,10,200732,Petrol,Automatic,SUV,Excellent,Gray,2,0,1,5.0,430,,,,0,0,2000.0
Polestar,2020,6,59269,EV,Automatic,Sedan,Good,Brown,2,0,1,,283,333.0,87.34309152858836,150.0,7500,1,62981.35
Kia,2014,12,319054,Petrol,Automatic,SUV,Good,Brown,1,0,0,5.0,446,,,,0,0,2000.0
Polestar,2023,3,89676,EV,Automatic,Hatchback,Excellent,Black,3,1,1,,578,382.0,95.67715814579927,350.0,7500,1,80356.25
Audi,2010,16,350000,Hybrid,Automatic,Truck,Poor,Blue,2,0,0,3.5,142,,,,0,0,2000.0
Tesla,2020,6,123809,EV,Automatic,SUV,Good,Silver,3,0,1,,836,339.0,92.81622430542552,100.0,5000,1,84436.18
Rivian,2017,9,155259,EV,Automatic,Coupe,Good,Red,2,0,0,,857,459.0,84.4795498521367,350.0,5000,1,72329.87
Chevrolet,2019,7,107304,Hybrid,CVT,Sedan,Good,Red,2,0,0,2.5,512,,,,0,0,2000.0
Kia,2017,9,117692,EV,Automatic,Van,Excellent,Red,2,0,0,,701,379.0,83.99630804059463,150.0,3500,1,11655.9
Ford,2019,7,174348,Petrol,Automatic,Hatchback,Excellent,Green,1,0,0,3.0,300,,,,0,0,2000.0
Tesla,2021,5,70385,EV,Automatic,Sedan,Poor,Blue,1,1,1,,815,466.0,85.24995173315739,22.0,5000,1,64963.37
Honda,2019,7,286297,Petrol,Automatic,Truck,Fair,Red,4,0,1,1.5,156,,,,0,0,2000.0
Ford,2022,4,185386,Petrol,Automatic,SUV,Excellent,Gray,1,0,1,3.0,210,,,,0,0,8855.42
Toyota,2019,7,187510,Petrol,Manual,SUV,Fair,White,2,0,1,1.6,189,,,,0,0,2000.0
Toyota,2011,15,280041,Petrol,Automatic,Sedan,Fair,Black,1,0,1,1.4,485,,,,0,0,2000.0
Subaru,2019,7,95694,Petrol,Manual,Coupe,Excellent,Gray,4,1,0,1.6,448,,,,0,0,7542.54
Ford,2012,14,275931,Petrol,Manual,Sedan,Excellent,White,1,0,0,1.6,324,,,,0,0,2000.0
Hyundai,2013,13,350000,Diesel,Manual,Truck,Fair,Black,4,0,1,3.0,115,,,,0,0,2000.0
Nissan,2010,16,156097,Petrol,Automatic,Sedan,Good,Brown,4,0,1,4.0,473,,,,0,0,2000.0
Chevrolet,2013,13,158707,Diesel,Automatic,SUV,Poor,Green,1,0,1,3.0,199,,,,0,0,2000.0
Honda,2025,1,53936,Petrol,Manual,Sedan,Good,Gray,4,1,0,2.5,344,,,,0,0,13325.0
Kia,2014,12,296657,Petrol,Automatic,SUV,Good,Silver,1,0,0,1.6,391,,,,0,0,2000.0
Hyundai,2012,14,158296,EV,Automatic,SUV,Excellent,White,2,0,1,,356,382.0,84.25944628594515,11.0,5000,1,2000.0
Kia,2023,3,53090,Petrol,Automatic,Truck,Good,White,2,0,1,1.0,482,,,,0,0,12495.32
Volkswagen,2020,6,299454,Diesel,Automatic,SUV,Excellent,Blue,5,0,1,5.0,407,,,,0,0,2000.0
Subaru,2024,2,115271,Diesel,Automatic,Coupe,Good,Silver,2,1,1,1.4,112,,,,0,0,3002.04
Chevrolet,2019,7,106709,Diesel,CVT,Hatchback,Excellent,Green,1,0,1,1.4,483,,,,0,0,2000.0
Mercedes,2025,1,168648,Hybrid,Automatic,Convertible,Good,Brown,1,0,0,1.5,370,,,,0,0,24018.51
Hyundai,2011,15,288158,Petrol,Manual,Sedan,Excellent,Black,1,0,1,4.0,458,,,,0,0,2000.0
Toyota,2022,4,52581,Petrol,Automatic,SUV,Excellent,Green,2,0,1,1.8,110,,,,0,0,16537.78
Rivian,2015,11,209647,EV,Automatic,SUV,Excellent,Blue,5,0,1,,748,489.0,74.88486366684837,11.0,7500,1,82078.97
Honda,2017,9,113917,Petrol,Automatic,Coupe,Excellent,Silver,2,1,1,1.8,513,,,,0,0,2000.0
BMW,2016,10,170991,EV,Automatic,SUV,Fair,Red,4,0,1,,786,286.0,87.46765806938461,100.0,3500,1,63915.49
Nissan,2020,6,173834,Diesel,Automatic,Sedan,Good,Gray,4,0,0,1.0,381,,,,0,0,2000.0
Hyundai,2023,3,177548,Diesel,Automatic,Sedan,Fair,Red,1,1,0,1.6,157,,,,0,0,10195.98
Audi,2010,16,350000,Hybrid,Manual,SUV,Good,White,4,0,1,5.0,345,,,,0,0,27493.44
Tesla,2013,13,139104,EV,Automatic,SUV,Good,Blue,1,0,0,,356,289.0,63.27437377998412,350.0,7500,1,38856.39
Nissan,2012,14,271342,Hybrid,Automatic,SUV,Fair,Green,3,0,1,3.0,454,,,,0,0,2000.0
Mercedes,2015,11,101055,EV,Automatic,Sedan,Good,White,5,1,1,,1086,504.0,86.94823501338087,11.0,5000,1,53523.95
Nissan,2018,8,209496,Petrol,Automatic,SUV,Excellent,Silver,1,0,0,1.0,130,,,,0,0,2000.0
Toyota,2018,8,158066,Petrol,Automatic,Convertible,Excellent,White,2,0,1,1.4,546,,,,0,0,4498.47
Volkswagen,2016,10,194163,Diesel,Manual,Sedan,Good,Blue,2,0,1,4.0,374,,,,0,0,3223.77
Nissan,2024,2,162788,Petrol,Manual,Sedan,Good,Gray,2,1,1,1.6,297,,,,0,0,11231.81
Honda,2021,5,216936,Petrol,CVT,Van,Good,Blue,2,0,1,1.8,275,,,,0,0,3295.95
Audi,2018,8,125247,Petrol,Manual,Hatchback,Excellent,Black,4,0,1,1.4,475,,,,0,0,23769.51
Honda,2017,9,169470,Hybrid,Automatic,SUV,Excellent,White,2,0,1,1.6,489,,,,0,0,10846.83
Kia,2014,12,252518,Diesel,Automatic,SUV,Good,Blue,5,0,0,2.5,534,,,,0,0,2000.0
Chevrolet,2018,8,186561,Petrol,Automatic,SUV,Fair,Blue,5,0,1,1.8,402,,,,0,0,2000.0
Hyundai,2023,3,258017,Diesel,Automatic,Sedan,Good,Gray,4,1,1,3.0,169,,,,0,0,2000.0
Ford,2016,10,291069,Petrol,Automatic,SUV,Good,White,2,0,1,4.0,456,,,,0,0,2000.0
Ford,2014,12,217845,Petrol,Automatic,SUV,Excellent,Brown,1,0,1,3.5,209,,,,0,0,2000.0
Toyota,2025,1,48989,Hybrid,Automatic,Truck,Good,White,2,1,1,1.0,91,,,,0,0,16579.43
BMW,2024,2,215471,Petrol,Automatic,SUV,Poor,Green,1,0,0,1.0,394,,,,0,0,51456.18
Chevrolet,2017,9,238651,Petrol,Automatic,SUV,Good,Black,5,1,1,1.5,460,,,,0,0,2000.0
Nissan,2024,2,112744,Petrol,CVT,SUV,Fair,Silver,5,0,1,3.0,111,,,,0,0,8234.34
Hyundai,2016,10,285868,Petrol,Automatic,SUV,Good,Silver,1,0,1,1.0,130,,,,0,0,2000.0
Audi,2018,8,328216,Hybrid,CVT,Convertible,Excellent,White,1,0,1,4.0,459,,,,0,0,8145.78
Polestar,2019,7,57154,EV,Automatic,SUV,Good,Green,3,0,0,,892,373.0,87.917509304106,100.0,7500,1,57593.24
Kia,2010,16,350000,Diesel,Manual,Hatchback,Good,Blue,1,0,0,1.0,346,,,,0,0,2000.0
Lucid,2024,2,50419,EV,Automatic,Truck,Good,Green,1,0,0,,250,474.0,95.84704535110342,150.0,7500,1,87403.67
Chevrolet,2022,4,225062,Diesel,Automatic,Sedan,Poor,Silver,2,0,1,3.5,527,,,,0,0,4287.9
Ford,2018,8,210681,Hybrid,Automatic,Coupe,Excellent,Silver,1,0,1,4.0,508,,,,0,0,2000.0
Toyota,2024,2,254075,Diesel,Automatic,Sedan,Excellent,Blue,1,0,1,1.0,542,,,,0,0,8240.77
Kia,2016,10,179453,Hybrid,CVT,Hatchback,Excellent,Brown,2,0,1,1.6,133,,,,0,0,2000.0
Honda,2010,16,350000,Petrol,Automatic,Coupe,Good,Black,5,0,0,2.5,85,,,,0,0,2000.0
BMW,2010,16,241650,Hybrid,Automatic,Coupe,Fair,Red,1,0,1,1.8,361,,,,0,0,5775.57
Chevrolet,2014,12,293199,Diesel,CVT,SUV,Excellent,Black,1,1,1,4.0,87,,,,0,0,2000.0
Chevrolet,2017,9,106538,EV,Automatic,SUV,Fair,Red,2,0,1,,485,312.0,74.35939110770104,50.0,7500,1,22220.35
Hyundai,2018,8,98141,Petrol,Automatic,Coupe,Excellent,White,1,0,1,2.5,373,,,,0,0,2000.0
Honda,2021,5,193496,Petrol,Automatic,SUV,Good,Silver,2,0,1,2.0,215,,,,0,0,2000.0
Mercedes,2015,11,232783,Hybrid,Automatic,SUV,Good,Brown,2,1,1,2.0,96,,,,0,0,46829.82
Hyundai,2021,5,167545,Petrol,Automatic,Truck,Excellent,Brown,1,0,0,3.0,438,,,,0,0,2000.0
Polestar,2022,4,63376,EV,Automatic,SUV,Good,Blue,2,0,1,,223,247.0,91.3522886558995,350.0,5000,1,83157.51
Kia,2019,7,109355,EV,Automatic,Coupe,Good,Brown,3,0,1,,413,250.0,88.67320597557735,350.0,5000,1,12315.17
Lucid,2021,5,113799,EV,Automatic,SUV,Good,Black,1,0,0,,987,407.0,92.50504620774694,250.0,7500,1,102759.61
Volkswagen,2017,9,187415,Petrol,Automatic,Sedan,Excellent,Blue,1,0,1,1.4,504,,,,0,0,2000.0
Hyundai,2024,2,159925,Diesel,Automatic,Coupe,Excellent,White,1,1,0,4.0,448,,,,0,0,17796.75
Ford,2015,11,339793,Diesel,Automatic,SUV,Excellent,White,1,0,0,1.6,280,,,,0,0,2000.0
Hyundai,2020,6,213938,Diesel,Manual,Hatchback,Good,Black,4,0,1,4.0,388,,,,0,0,2000.0
Hyundai,2015,11,251102,Hybrid,Automatic,Truck,Excellent,Silver,1,0,1,3.5,189,,,,0,0,2000.0
Hyundai,2013,13,300505,Hybrid,Automatic,Hatchback,Fair,Green,3,0,0,4.0,456,,,,0,0,2000.0
Tesla,2020,6,65204,EV,Automatic,SUV,Fair,Green,3,0,0,,807,495.0,85.7523171747929,250.0,7500,1,66740.09
Chevrolet,2014,12,247888,Petrol,Automatic,Truck,Excellent,Blue,2,0,1,4.0,175,,,,0,0,2000.0
BMW,2025,1,58251,EV,Automatic,Sedan,Poor,Silver,1,1,1,,521,280.0,98.4933613266552,150.0,5000,1,47757.34
Chevrolet,2023,3,45754,Diesel,CVT,SUV,Excellent,Green,2,1,1,5.0,533,,,,0,0,16331.98
Ford,2011,15,260413,Hybrid,Manual,Hatchback,Excellent,Black,3,1,1,1.0,320,,,,0,0,2000.0
Nissan,2012,14,165317,Diesel,Automatic,SUV,Good,White,1,0,1,5.0,397,,,,0,0,2000.0
Honda,2012,14,260094,Hybrid,CVT,Truck,Excellent,Brown,2,0,0,1.6,388,,,,0,0,2000.0
Toyota,2023,3,52971,Diesel,Manual,SUV,Fair,White,4,0,1,3.5,522,,,,0,0,20595.27
Audi,2021,5,26869,EV,Automatic,Hatchback,Excellent,Red,1,0,0,,505,243.0,93.88400894277417,100.0,5000,1,26691.91
Hyundai,2020,6,55226,EV,Automatic,Truck,Good,Green,1,0,1,,240,460.0,92.00856166254275,50.0,7500,1,21294.97
Audi,2014,12,230535,Petrol,Manual,Van,Excellent,Black,2,0,0,3.5,180,,,,0,0,9957.17
Ford,2023,3,223030,Petrol,CVT,Sedan,Fair,Red,2,0,1,3.0,288,,,,0,0,15818.75
Chevrolet,2014,12,214290,Petrol,Automatic,Coupe,Excellent,Brown,4,0,0,1.0,321,,,,0,0,2000.0
Mercedes,2015,11,324546,Petrol,Automatic,Sedan,Good,White,2,0,1,1.5,461,,,,0,0,31778.42
Lucid,2014,12,171675,EV,Automatic,Truck,Good,Gray,3,0,1,,667,320.0,71.58373254772863,50.0,3500,1,103903.49
Lucid,2021,5,124913,EV,Automatic,SUV,Excellent,White,1,0,1,,577,348.0,88.9992398134518,50.0,5000,1,121029.13
Tesla,2015,11,105098,EV,Automatic,Sedan,Good,Gray,1,0,0,,391,551.0,77.95036460177526,150.0,5000,1,48893.87
BMW,2017,9,174989,EV,Automatic,Truck,Excellent,Green,1,1,1,,593,504.0,73.54755362715724,350.0,0,1,16912.81
Kia,2024,2,123941,Diesel,CVT,Sedan,Good,Brown,1,0,0,1.5,510,,,,0,0,17186.33
Toyota,2011,15,285653,Petrol,Automatic,Sedan,Fair,Gray,1,0,1,3.0,242,,,,0,0,2000.0
Tesla,2013,13,143252,EV,Automatic,SUV,Excellent,Gray,1,1,1,,514,540.0,72.33483146977886,350.0,7500,1,73316.52
BMW,2022,4,53334,Petrol,Automatic,SUV,Good,Red,1,0,1,4.0,144,,,,0,0,62721.37
Lucid,2025,1,58353,EV,Automatic,Van,Excellent,Green,5,1,0,,769,556.0,98.17601515039132,50.0,7500,1,104455.16
Toyota,2015,11,231509,Petrol,Manual,SUV,Fair,Silver,2,0,1,1.8,128,,,,0,0,2000.0
Chevrolet,2021,5,236745,Petrol,Manual,Sedan,Fair,Black,1,0,1,1.5,243,,,,0,0,2000.0
Volkswagen,2014,12,212216,Hybrid,CVT,Convertible,Excellent,Black,1,0,1,1.8,208,,,,0,0,2000.0
Tesla,2010,16,199907,EV,Automatic,Hatchback,Excellent,Black,1,0,1,,280,585.0,63.36643417953731,100.0,5000,1,61671.15
Toyota,2018,8,202603,Petrol,Automatic,Sedan,Good,Red,1,0,1,1.4,101,,,,0,0,2000.0
Subaru,2012,14,124959,Petrol,Manual,SUV,Poor,Red,3,0,1,5.0,498,,,,0,0,2570.49
Chevrolet,2011,15,147737,Hybrid,CVT,Sedan,Poor,Green,3,0,0,1.8,82,,,,0,0,2000.0
Hyundai,2018,8,198140,Hybrid,Automatic,Convertible,Excellent,Gray,3,0,0,2.5,475,,,,0,0,2000.0
Ford,2016,10,81726,Petrol,Automatic,SUV,Fair,Gray,4,0,1,1.0,314,,,,0,0,2000.0
Tesla,2014,12,167373,EV,Automatic,SUV,Excellent,Gray,4,0,1,,628,367.0,74.78887003711304,150.0,7500,1,38581.18
Audi,2021,5,195539,Petrol,Automatic,Hatchback,Good,White,2,0,1,1.0,393,,,,0,0,15682.66
Toyota,2015,11,350000,Hybrid,CVT,Sedan,Excellent,Brown,2,0,1,3.0,412,,,,0,0,2000.0
Honda,2021,5,222114,Petrol,Manual,SUV,Poor,Green,3,0,0,1.4,347,,,,0,0,13735.43
Nissan,2020,6,157490,Hybrid,Automatic,Coupe,Good,Red,5,0,0,2.0,337,,,,0,0,2000.0
Ford,2025,1,67624,Hybrid,CVT,Truck,Fair,Blue,1,0,1,5.0,461,,,,0,0,19401.46
Ford,2013,13,160296,Petrol,Automatic,Sedan,Good,Blue,1,1,1,2.0,419,,,,0,0,2000.0
Tesla,2010,16,243268,EV,Automatic,Sedan,Excellent,White,2,0,1,,377,224.0,61.73232066860072,100.0,5000,1,8307.07
Volkswagen,2013,13,91576,EV,Automatic,Hatchback,Good,Green,1,0,1,,853,639.0,61.64560724321767,50.0,5000,1,30556.45
Toyota,2018,8,236980,Diesel,Manual,Hatchback,Good,Blue,3,0,1,4.0,395,,,,0,0,2000.0
Chevrolet,2010,16,289566,Petrol,Manual,Sedan,Good,Blue,3,1,1,2.0,120,,,,0,0,2000.0
Honda,2019,7,246013,Hybrid,Manual,Convertible,Excellent,Red,2,1,0,5.0,498,,,,0,0,5716.18
Toyota,2012,14,256337,Hybrid,Automatic,Truck,Good,Green,1,0,1,1.0,295,,,,0,0,2000.0
Toyota,2024,2,24172,Petrol,Manual,SUV,Excellent,Silver,4,0,1,2.5,323,,,,0,0,17840.32
Nissan,2024,2,111805,Hybrid,Automatic,SUV,Excellent,Blue,1,0,1,2.0,181,,,,0,0,2807.61
Honda,2014,12,230941,Diesel,CVT,SUV,Fair,White,5,0,1,3.0,346,,,,0,0,2000.0
Toyota,2016,10,151970,Diesel,Automatic,SUV,Good,Brown,1,0,0,1.0,259,,,,0,0,2000.0
Audi,2018,8,312522,Petrol,Automatic,Sedan,Good,Gray,1,1,1,3.0,259,,,,0,0,2000.0
Nissan,2015,11,122208,EV,Automatic,Sedan,Good,Silver,1,0,1,,1096,476.0,76.10381219448962,250.0,5000,1,21744.88
Ford,2012,14,320575,Diesel,Automatic,Truck,Good,Blue,3,0,1,1.0,397,,,,0,0,2000.0
Audi,2022,4,134608,Diesel,Manual,SUV,Excellent,Green,1,1,0,5.0,270,,,,0,0,34942.84
Toyota,2016,10,138514,Petrol,Automatic,Truck,Poor,Green,2,0,1,2.5,350,,,,0,0,2000.0
Tesla,2024,2,76148,EV,Automatic,SUV,Good,White,2,1,0,,698,611.0,96.47597557360768,11.0,3500,1,84866.57
Chevrolet,2023,3,231617,Petrol,CVT,SUV,Good,Black,1,0,1,2.5,119,,,,0,0,4783.66
Chevrolet,2013,13,341595,Hybrid,Automatic,SUV,Fair,Black,2,0,1,1.5,88,,,,0,0,2000.0
BMW,2012,14,350000,Hybrid,Automatic,Truck,Good,Red,1,0,1,1.5,193,,,,0,0,2000.0
BMW,2023,3,60443,Petrol,Manual,SUV,Excellent,Red,2,1,1,5.0,533,,,,0,0,73738.4
Honda,2016,10,204531,Diesel,Automatic,Hatchback,Poor,Silver,2,0,1,3.0,224,,,,0,0,2000.0
Mercedes,2020,6,211413,Petrol,Manual,Coupe,Good,Red,1,0,1,3.0,230,,,,0,0,81909.24
Toyota,2020,6,269453,Diesel,Manual,Truck,Good,Red,1,1,0,3.0,393,,,,0,0,2000.0
Volkswagen,2016,10,85551,EV,Automatic,SUV,Poor,Green,1,1,0,,741,401.0,77.22891298062714,50.0,7500,1,27207.1
Polestar,2013,13,184183,EV,Automatic,Truck,Excellent,Black,3,0,1,,850,635.0,77.61778384437615,350.0,3500,1,56488.06
Subaru,2021,5,74102,Petrol,Manual,Truck,Excellent,White,2,0,1,1.4,130,,,,0,0,2000.0
Nissan,2016,10,253191,Petrol,Manual,Truck,Fair,Red,2,0,1,5.0,392,,,,0,0,2000.0
Hyundai,2020,6,63142,EV,Automatic,SUV,Good,Black,2,0,0,,712,556.0,89.10708467126906,250.0,5000,1,29338.78
Kia,2023,3,98288,Petrol,CVT,SUV,Good,Black,2,1,1,1.8,223,,,,0,0,2000.0
Ford,2011,15,201516,Petrol,Automatic,Van,Excellent,Blue,1,0,0,1.5,252,,,,0,0,2000.0
Hyundai,2010,16,152821,Petrol,Manual,Sedan,Good,White,2,0,1,1.6,268,,,,0,0,2000.0
Tesla,2021,5,52485,EV,Automatic,Sedan,Good,White,4,1,1,,394,294.0,86.14324778901113,350.0,7500,1,53792.42
Tesla,2024,2,26677,EV,Automatic,Convertible,Excellent,White,5,1,1,,257,547.0,97.45479310629676,250.0,3500,1,92416.62
Volkswagen,2025,1,239162,Diesel,Automatic,Truck,Fair,Green,3,0,1,1.0,85,,,,0,0,2000.0
Ford,2011,15,272458,Petrol,Manual,SUV,Good,Red,1,0,1,1.0,467,,,,0,0,2000.0
BMW,2013,13,142007,EV,Automatic,Sedan,Good,Red,2,0,1,,455,214.0,81.56682123315433,11.0,7500,1,29880.57
Lucid,2017,9,114346,EV,Automatic,Truck,Excellent,Gray,1,0,1,,709,374.0,88.32812673475647,50.0,5000,1,104766.94
Toyota,2012,14,350000,Petrol,Manual,Coupe,Excellent,White,1,0,1,2.0,457,,,,0,0,2000.0
Tesla,2024,2,51152,EV,Automatic,SUV,Excellent,Blue,2,0,1,,346,209.0,97.81284613515881,150.0,7500,1,81584.83
Lucid,2019,7,143531,EV,Automatic,Sedan,Good,Black,4,0,1,,1029,604.0,84.31978998981415,50.0,7500,1,82736.84
Hyundai,2024,2,198457,Diesel,Automatic,SUV,Good,Black,1,0,0,2.0,311,,,,0,0,2000.0
Chevrolet,2015,11,210266,Petrol,Automatic,Sedan,Poor,Black,1,1,1,1.4,242,,,,0,0,2000.0
Ford,2015,11,156190,Hybrid,CVT,SUV,Good,White,1,0,0,1.0,126,,,,0,0,2000.0
Mercedes,2022,4,27861,EV,Automatic,SUV,Good,White,1,0,1,,716,518.0,88.75622228520847,250.0,7500,1,73217.6
Nissan,2018,8,225559,Hybrid,CVT,Sedan,Good,Green,3,0,0,1.4,196,,,,0,0,2000.0
Chevrolet,2018,8,173391,EV,Automatic,Sedan,Fair,Brown,3,0,0,,245,214.0,81.79896503131422,150.0,7500,1,9610.15
Chevrolet,2013,13,162598,Diesel,Automatic,Truck,Poor,Green,4,1,0,4.0,362,,,,0,0,2000.0
Toyota,2018,8,235361,Diesel,Manual,Truck,Poor,Silver,1,0,1,3.5,218,,,,0,0,2000.0
Toyota,2024,2,257077,Petrol,Automatic,Sedan,Fair,Green,2,1,1,3.0,405,,,,0,0,12841.73
Polestar,2024,2,92590,EV,Automatic,Van,Excellent,Red,1,1,0,,835,357.0,97.72647009635267,350.0,7500,1,81829.43
Mercedes,2022,4,214100,Hybrid,Automatic,Hatchback,Excellent,Silver,1,0,0,5.0,120,,,,0,0,43300.87
Hyundai,2025,1,159939,Hybrid,Manual,SUV,Excellent,Silver,3,0,1,1.0,250,,,,0,0,10472.38
Toyota,2015,11,275147,Diesel,Automatic,SUV,Fair,Gray,2,0,1,1.8,107,,,,0,0,2000.0
Kia,2025,1,18401,Petrol,CVT,SUV,Fair,Silver,3,0,0,2.5,142,,,,0,0,14761.98
Lucid,2025,1,20216,EV,Automatic,Sedan,Good,Green,1,0,0,,300,373.0,98.31510299162129,250.0,0,1,138002.53
Chevrolet,2011,15,154830,Petrol,Automatic,SUV,Excellent,Blue,2,0,1,2.5,508,,,,0,0,2000.0
Honda,2019,7,285345,Petrol,Manual,Truck,Poor,White,1,0,1,1.0,359,,,,0,0,2000.0
Chevrolet,2023,3,264784,Petrol,CVT,SUV,Fair,Brown,1,0,0,1.6,436,,,,0,0,2000.0
Volkswagen,2020,6,106013,Hybrid,Manual,SUV,Poor,Red,2,0,1,1.6,284,,,,0,0,2000.0
Audi,2015,11,204519,Hybrid,Automatic,SUV,Good,Gray,1,0,0,3.5,527,,,,0,0,13086.09
Rivian,2011,15,176994,EV,Automatic,Truck,Good,Blue,4,0,0,,643,346.0,81.80322035706793,11.0,7500,1,63264.94
Hyundai,2017,9,191162,Petrol,CVT,Van,Good,Black,1,1,1,2.0,536,,,,0,0,2000.0
Rivian,2013,13,171980,EV,Automatic,Van,Good,Green,2,0,1,,575,267.0,70.41522121544766,350.0,7500,1,52088.43
Hyundai,2014,12,202156,Petrol,Automatic,Hatchback,Poor,Silver,2,0,1,1.8,201,,,,0,0,2000.0
Honda,2017,9,230581,Petrol,Automatic,SUV,Good,Silver,3,0,0,3.5,124,,,,0,0,2000.0
BMW,2023,3,55499,EV,Automatic,Convertible,Fair,Brown,1,0,0,,762,554.0,93.93647281545367,50.0,7500,1,33403.99
Ford,2020,6,175559,Petrol,Manual,Sedan,Excellent,Green,4,0,1,4.0,545,,,,0,0,5838.11
Rivian,2017,9,192734,EV,Automatic,SUV,Excellent,White,1,1,0,,459,263.0,87.63396929571176,350.0,7500,1,56252.87
Volkswagen,2021,5,193234,Hybrid,Automatic,SUV,Good,Blue,2,0,0,1.0,274,,,,0,0,30114.94
Kia,2023,3,162775,Petrol,Manual,Convertible,Excellent,Blue,1,1,0,1.8,427,,,,0,0,11151.07
BMW,2021,5,62475,Diesel,Automatic,SUV,Fair,Red,2,0,1,1.6,543,,,,0,0,28120.73
Honda,2025,1,57370,Hybrid,Manual,Truck,Fair,Red,1,0,0,1.6,505,,,,0,0,21587.83
Volkswagen,2015,11,113240,Hybrid,Automatic,Sedan,Fair,Brown,1,0,1,1.6,376,,,,0,0,2000.0
Tesla,2013,13,196209,EV,Automatic,SUV,Good,Brown,2,0,1,,1044,338.0,81.21621761183522,22.0,5000,1,35548.01
Ford,2024,2,206252,Petrol,Automatic,Truck,Fair,Brown,2,0,1,2.0,506,,,,0,0,13542.61
Hyundai,2010,16,220162,Petrol,Automatic,Sedan,Good,Red,1,0,0,1.5,201,,,,0,0,2000.0
Toyota,2021,5,83677,Petrol,Automatic,SUV,Good,Red,1,1,1,2.0,230,,,,0,0,27489.29
BMW,2016,10,299295,Petrol,Automatic,Truck,Excellent,Silver,1,0,1,2.0,367,,,,0,0,42412.89
Tesla,2017,9,102149,EV,Automatic,SUV,Excellent,Silver,1,1,0,,395,622.0,74.6339133073789,100.0,5000,1,35711.32
Honda,2018,8,139882,Petrol,Manual,SUV,Good,Blue,1,0,0,4.0,457,,,,0,0,2000.0
Subaru,2011,15,277044,Petrol,Manual,Hatchback,Good,Brown,4,1,0,1.4,437,,,,0,0,2000.0
Ford,2010,16,295166,Diesel,Automatic,SUV,Poor,Green,2,1,1,3.5,264,,,,0,0,2000.0
Honda,2013,13,228207,Diesel,Manual,Sedan,Fair,Brown,4,0,1,4.0,245,,,,0,0,2000.0
